"計算対象","日付","内容","金額（円）","保有金融機関","大項目","中項目","メモ","振替","ID"
"1","2023/08/03","APPLE COM BILL","-1300","みずほマイレージクラブカード（UC）","通信費","その他通信費","","0","EYkkkUHB6I_XwaZSFx2YTvZQsmjIou4w6adsRs76Wuc"
"1","2023/08/01","ピットインネットジャズ","-1100","みずほマイレージクラブカード（UC）","趣味・娯楽","その他趣味・娯楽","","0","kr6ux94oAWTMVASJaZxtSjSSXsXts_1fS0qi9vgd91k"
"1","2023/08/01","ジャストシステム ダイレクト販売","-660","みずほマイレージクラブカード（UC）","通信費","情報サービス","","0","IekawXFnErwwmNfSuLTFtdzLjwpWf6bxsFUsj4Mc8wY"
"1","2023/08/01","ビデオニュース・ドットコム","-550","みずほマイレージクラブカード（UC）","通信費","放送視聴料","","0","PAzhCYGYEbpD41U-JZ0hL3ASIK_BfvHBv-OrwE5ehO8"
"1","2023/08/01","ドスパラ","-990","みずほマイレージクラブカード（UC）","日用品","日用品","","0","lFbMqCmsintLwxcqnbQMqMZf7KNTW83PsaOtJ0jC_28"
"1","2023/08/01","ドスパラ","-980","みずほマイレージクラブカード（UC）","日用品","日用品","","0","Uvwubp03sbiDMw8fFw77Z9I0IiyHfXEE0z8J1SCeVuE"
"1","2023/08/01","ドスパラ","-420","みずほマイレージクラブカード（UC）","日用品","日用品","","0","mjDlN0pbdCYMT67eCgidV5Zgpe3koD_5hqhke6DHV0A"
"1","2023/09/30","APPLE COM BILL","-1980","みずほマイレージクラブカード（UC）","通信費","その他通信費","","0","i834X_AzxxWe6_BVaZTqSFC4MN6ESLlB4NyHjpQVqeo"
"1","2023/09/30","まぐまぐ!","-880","みずほマイレージクラブカード（UC）","教養・教育","新聞・雑誌","","0","LJzxNnjoPJyyVvezowVaVwCErjVbN94tuorEixomdFM"
"1","2023/09/30","ドコモ決済サービス等/iD 10月分","-5199","dカード","通信費","携帯電話","","0","Y22iVPIA4i9mWQojfMru9hQJKKmMCJ-Af-hH1QynZcU"
"1","2023/09/30","ドコモご利用料金/iD 10月分","-16293","dカード","通信費","携帯電話","","0","oI9oxjoe8FoHqSv3c5pYILxgflDfCZ2EGYbMHTJ6gW4"
"1","2023/09/29","セブン‐イレブン横浜仲町台店","-243","d払い","食費","食料品","","0","yollAgmz9AsmBAHvOzp1_fEg--pkIdgf1wfw0FgEX6A"
"1","2023/09/29","セブン‐イレブン横浜仲町台店(ポイント利用分)","1","d払い","収入","ポイント","","0","clEeROWxrR-SYeAX5AWXTANQ-Sb6CAZj-AT6KBLbHIg"
"1","2023/09/28","デイリーヤマザキ麻生高石","-376","d払い","食費","食料品","","0","36YJ8Z-LlzGNmmyg4kzCJ6yVC80SXec7FEeLu0NvvU8"
"1","2023/09/28","デイリーヤマザキ麻生高石(ポイント利用分)","45","d払い","収入","ポイント","","0","Bbu3pzUx9INXywvrcbHPgm21UtZTSF66NWPe4C2H2V0"
"1","2023/09/27","AMAZON.CO.JP","-2170","三井住友カード (Vpass ID)","教養・教育","書籍","","0","ReOEylCSLXXyKTD6YXZKTzQHaWalu_0TZQirIgXrGYU"
"1","2023/09/27","APPLE COM BILL","-1600","みずほマイレージクラブカード（UC）","通信費","その他通信費","","0","Apl4e_c_qyAJuPao05samm9qFKvkUqEuO2TytpuOxbQ"
"1","2023/09/27","APPLE COM BILL","-700","みずほマイレージクラブカード（UC）","通信費","その他通信費","","0","2iIhTWSeK3GSeQH0Taol8d-4SwM1bmlEeSMqZ4ezLII"
"1","2023/09/27","マイクロソフト","-1716","みずほマイレージクラブカード（UC）","通信費","情報サービス","","0","jKQIpLT6mBLOQ0Q_xY7Hz1FiALHBrgL2oq-M6YwoOyo"
"1","2023/09/26","AMAZON.CO.JP","-6285","三井住友カード (Vpass ID)","教養・教育","書籍","","0","F1z588KnFsM-ivvw8c_5j4Adg_QG81tu8pskpdt8tgk"
"1","2023/09/26","AMAZON.CO.JP","-2756","三井住友カード (Vpass ID)","教養・教育","書籍","","0","j0YhjbBq65O-sIT5bBLb9wqucDKgNlbjUBvKIDqNwqs"
"0","2023/09/26","口座振替3 ミツイスミトモカ-ド","-55108","MUFJ","現金・カード","カード引き落とし","","1","xKDMb_My-7oSnNhDIWIGgRY7XY_gveL9jwTwWTaYkwE"
"1","2023/09/25","ADOBE CREATIVE CLOUD","-3278","みずほマイレージクラブカード（UC）","その他","事業経費","","0","vNu5Rjj9E-VfsQr2Du_hhEyH2jLd-o2K3BKkQ07lXRg"
"1","2023/09/24","ファミリーマート青葉荏田北","-1088","d払い","食費","食料品","","0","IvA4q7OCiFyVVz4FaKO9S7W4iju2SmYPVyzb_FmwyHE"
"1","2023/09/24","ファミリーマート青葉荏田北(ポイント利用分)","3","d払い","収入","ポイント","","0","nqFue7rF2bZjAutjMlysxUuEglIL7q1tAx10VuXJtiI"
"1","2023/09/24","モバイルPASMOチャージ","-3000","dカード","現金・カード","電子マネー","","0","XwVYiYcIFaMyDQpOpiwsXeN-IhEOV5zUe41MUB1BbcM"
"1","2023/09/23","日本の古本屋","-2660","dカード","教養・教育","書籍","","0","8CtEmI3P6iNRISfOV0NVwmCRVyRYeVuPmCF_t5O3TBc"
"1","2023/09/21","ファミリーマート秀栄関戸五丁目","-243","d払い","食費","食料品","","0","KqN14t0YqAF5BhqQZmsVVuFvLrcVeDc3AFouQXY4aPY"
"1","2023/09/21","ファミリーマート秀栄関戸五丁目(ポイント利用分)","2","d払い","収入","ポイント","","0","LWK7kFvj_BcfCFxtpjmVGTpKxzitpVF3MnvBD1X5TeQ"
"1","2023/09/21","AMAZON.CO.JP","-350","三井住友カード (Vpass ID)","教養・教育","書籍","","0","CTI1sKM2lbHeg8c1Q0JYg1Tp1NLwOB8-FghyZefCxMk"
"1","2023/09/21","AMAZON.CO.JP","-3520","三井住友カード (Vpass ID)","教養・教育","書籍","","0","TvabwwBk0fubmhzzHMkgf1-a9bnsTMCs0Ri9FWYaC84"
"1","2023/09/21","ヤマダ電機 テックランド稲城若葉台店","-5309","みずほマイレージクラブカード（UC）","特別な支出","家具・家電","","0","9Wq3ylgC3PhkUls6hcpd7wTRkRwj1sZRsC9xb8Py9QI"
"1","2023/09/19","PAYPAL *PATREON MEMBE","-1541","みずほマイレージクラブカード（UC）","その他","雑費","","0","5sdAU9EQKldJMgZbBaWznD8Wx5uU9TC5vE1OfWjtzEc"
"1","2023/09/17","セブン‐イレブン横浜仲町台店","-432","d払い","食費","食料品","","0","KesFNdtEFfRN5k8ZKquXgDWD29funcTX9o1iEIggITE"
"1","2023/09/17","セブン‐イレブン横浜仲町台店(ポイント利用分)","1","d払い","収入","ポイント","","0","FRwqHA8PGhvQFmykOnA8mcY3ZY5efspZ3RqOL5-dm9A"
"1","2023/09/16","セブン‐イレブン横浜仲町台店","-243","d払い","食費","食料品","","0","5Ffhf7_7LTQXodEn6corCWNSeWtMZwe5WCVfL6aeer4"
"1","2023/09/16","セブン‐イレブン横浜仲町台店(ポイント利用分)","8","d払い","収入","ポイント","","0","8BOkpl_0Z93yHfnD6Bz1uUK_2bNtAYO9X4OLbqTsckY"
"1","2023/09/15","回収事務手数料 8月分","-440","三井住友カード (Vpass ID)","その他","雑費","","0","xwQflfrXYcjcBSY1Js13g1b2Sb2c1RlEZ_032SjK7N4"
"1","2023/09/14","BOOKSCAN","-11006","みずほマイレージクラブカード（UC）","教養・教育","その他教養・教育","","0","dKE_rPe19gg1qSdOGQ8ac2JQK-L8VmMsOVfH73nSgQ8"
"1","2023/09/13","朝日新聞デジタル(朝日ID決済)","-1980","みずほマイレージクラブカード（UC）","教養・教育","新聞・雑誌","","0","xk30ibvNPbkedyWXJu8evnUMiJpA7VBd8i6ud9Lp_Mw"
"1","2023/09/12","ローソン麻生片平","-500","d払い","食費","食料品","","0","OCgUp3qW7Qc818F_GjOw5IMaG8_KwwjQutqNNDhz5PU"
"1","2023/09/12","AmazonPay提携サイト","-2780","三井住友カード (Vpass ID)","教養・教育","書籍","","0","2AyyJNae9c5dXn_akY7s4FczuZIIPQlpRWp10GtO3mM"
"1","2023/09/12","AMAZON.CO.JP","-756","三井住友カード (Vpass ID)","教養・教育","書籍","","0","gZkDCoAvDnKiWqaXMd7w97VwjS9dbxDox76rZau-2Bk"
"1","2023/09/11","デイリーヤマザキ麻生高石","-516","d払い","食費","食料品","","0","9UFJrbTn3KN790CC9SIOVydbXmbi4fDVuH39ajvMo2k"
"1","2023/09/11","デイリーヤマザキ麻生高石(ポイント利用分)","330","d払い","収入","ポイント","","0","MC_C57PNcwcghbzadeb_f6kXWBRnK4rUDp3jS7tt-Zk"
"1","2023/09/11","AMAZON.CO.JP","-4079","三井住友カード (Vpass ID)","教養・教育","書籍","","0","k7BjToZLUOjrBbhYR4hEHYrQMuWmWdrAURBMH7DcuoA"
"1","2023/09/11","NYTIMES*NYTIMES","-1198","みずほマイレージクラブカード（UC）","教養・教育","新聞・雑誌","","0","XgNTlSdUltSCbLgheaysrRQEKKjNmyAUD0fbIWXnaRM"
"0","2023/09/11","電話 Dカ-ド","-170480","MUFJ","未分類","未分類","","1","tjqgcirGPyFbYl6swoc-DIZOE0SBCcGaK9hWFB2crGo"
"1","2023/09/10","ミニストップ千駄ヶ谷駅前店","-365","d払い","食費","食料品","","0","yhVA1OC0TNoT_medIjdRyemQMW1XHm-FOosL1NO_2y0"
"1","2023/09/10","ミニストップ千駄ヶ谷駅前店(ポイント利用分)","365","d払い","収入","ポイント","","0","mfX0uJYyl_LaI0sTJuvAtmO3A9I6r_5iSbHcfookCfw"
"1","2023/09/10","AMAZON.CO.JP","-7328","三井住友カード (Vpass ID)","教養・教育","書籍","","0","MnUI-vxSRRTnKCTUBJChcCY9d2iWbtBTrYPQbw8HbR0"
"1","2023/09/10","モバイルPASMOチャージ","-3000","dカード","現金・カード","電子マネー","","0","NBtCmMC8ij2Il-ZPaRJzoMRzW6_jhj0z0Mqbm0CXnt0"
"1","2023/09/09","ファミリーマート青葉荏田北","-974","d払い","食費","食料品","","0","CEky8OROCv9kkdyhzejJX8WWt3fWel9X2qHfVa6Dlaw"
"1","2023/09/08","AMAZON.CO.JP","-9888","三井住友カード (Vpass ID)","教養・教育","書籍","","0","8_EH4PTHfzQUbuJIDF-9uUqG_c-nisDhKUFRTh2pzNA"
"1","2023/09/07","AMAZON.CO.JP","-7873","三井住友カード (Vpass ID)","教養・教育","書籍","","0","4uZONpDhhxSibZdFlEtlnQfpZgYfYuGP9MMzsHqKeMo"
"1","2023/09/07","AMAZON.CO.JP","-923","三井住友カード (Vpass ID)","教養・教育","書籍","","0","RtwJcr_sv1EdAioo7fcw552MOLEeK1gAaOLfjsCMocE"
"1","2023/09/07","BOOKSCAN","-11006","みずほマイレージクラブカード（UC）","教養・教育","その他教養・教育","","0","kDLefTtYUY3HpDQzmj_dsGV4rfknzzqQmZ_dq1PkNUU"
"1","2023/09/05","セブン‐イレブン調布野川大橋南店","-91","d払い","食費","食料品","","0","A5Q1hKCOvyBD8CULidrpTcNqt7DV9ZFEX4rvuhIGCTQ"
"1","2023/09/05","セブン‐イレブン調布野川大橋南店(ポイント利用分)","5","d払い","収入","ポイント","","0","6QdGuoZuN5njiX4OPMt4veISMZl-fYZN2rgf-MVi9V8"
"0","2023/09/05","口座振替3 UC","-93894","MUFJ","現金・カード","カード引き落とし","","1","cEJWbbd9B8CY7anSkmneSLeExIsXtL22GuypsLl_VIs"
"1","2023/09/05","口座振替3 ミツイスミトモカ-ド","-64970","MUFJ","現金・カード","カード引き落とし","","0","cRezdoqkMjT6hPalV1CC491cbcbnXRPaNLxHbMP3DzA"
"1","2023/09/04","AmazonDownloads","-980","みずほマイレージクラブカード（UC）","教養・教育","書籍","","0","dN9gCszV2_k8mUB5znCrSsHuf2VkoD73Keam4MawV3Y"
"1","2023/09/04","振込1 サトウ コウジ","500000","MUFJ","未分類","未分類","","0","FvOiHn_6DlW0CMJ2hQhNkZDI0ExjgJObVUanzq4nNEo"
"1","2023/09/03","APPLE COM BILL","-1630","みずほマイレージクラブカード（UC）","通信費","その他通信費","","0","1aQA7IaynagsZrDuS_Gnr6yy_28pmpSi3SBwZoiAjU8"
"1","2023/09/03","APPLE COM BILL","-1300","みずほマイレージクラブカード（UC）","通信費","その他通信費","","0","jQfqhFDsUl-UI0zMKOU_hfD62X1mtNoEwCQdY3cTsHc"
"1","2023/09/01","セブン‐イレブン横浜仲町台店","-893","d払い","食費","食料品","","0","EiqTnQjUIxs3miu3-Rq2-vCVH8i8V20dklJNQYV-LSU"
"1","2023/09/01","セブン‐イレブン横浜仲町台店(ポイント利用分)","5","d払い","収入","ポイント","","0","18mFvlMgF6bKbM3SUoaLlojULo6uYwaFWIOI-HxGa9c"
"1","2023/09/01","AmazonPay提携サイト","-1291","三井住友カード (Vpass ID)","教養・教育","書籍","","0","8WQMKvU87buQm-ScnMuPSf4SVG-8DjrIw9A050TJDRo"
"1","2023/09/01","ピットインネットジャズ","-1100","みずほマイレージクラブカード（UC）","趣味・娯楽","その他趣味・娯楽","","0","nl1VGpY0t7AgFvI_TVAhX_I5mN_nCqrwDBNEgTsbz4M"
"1","2023/09/01","ジャストシステム ダイレクト販売","-660","みずほマイレージクラブカード（UC）","通信費","情報サービス","","0","8FX46_zxK0h4IfdO8wjPGMfx0Kn3_EWCPcxrPeb6KE8"
"1","2023/09/01","ビデオニュース・ドットコム","-550","みずほマイレージクラブカード（UC）","通信費","放送視聴料","","0","pY_M5DgZ0tVHuVB128GLL5pJ2Vn0Rl1zTQ8NvAcNAkk"
"1","2023/09/01","ドスパラ","-990","みずほマイレージクラブカード（UC）","日用品","日用品","","0","f9lPYIl6y4P3c5uWuBD8Tls2XM1dDRHOQVYKE0Qt4lI"
"1","2023/09/01","ドスパラ","-980","みずほマイレージクラブカード（UC）","日用品","日用品","","0","3r2434dgtmz8iYgbupPDGkD8kXZJ6nSGHmVdq3hAdWU"
"1","2023/09/01","ドスパラ","-420","みずほマイレージクラブカード（UC）","日用品","日用品","","0","OHjF-vsgVDKFpbSuxL5JnPABNhzzftamLMY3kj0MB3w"
"1","2023/10/31","Amazon Downloads","-1033","三井住友カード (Vpass ID)","教養・教育","書籍","","0","oJ3uMl43EgJGYR5EahgLzBvv6q_pc9eBARXapibMjdc"
"1","2023/10/31","シオジリ (ジヤラン","-24150","みずほマイレージクラブカード（UC）","交通費","その他交通費","","0","4k9ZN0F2qqPnYnUM58OzqkVTKWOTxQpzoMfh6ExyWk0"
"1","2023/10/31","マスガタソウ(ジヤラン","-13200","みずほマイレージクラブカード（UC）","交通費","その他交通費","","0","pRQXB1oqfwhoRhUX-V_MCgOA5b3LIxwDx8RJJ_qU8XI"
"1","2023/10/31","イシダヤ (ジヤラン","-11000","みずほマイレージクラブカード（UC）","交通費","その他交通費","","0","4jS7uJkgavuza3JpOzsxeC0LipOxNnkoxtA4UnMsZdU"
"1","2023/10/31","APPLE COM BILL","-1980","みずほマイレージクラブカード（UC）","通信費","その他通信費","","0","Y6CXr69vkyoemsTxFm10Ja4Uo8gXWOhvCyvMKqkhMXs"
"1","2023/10/31","まぐまぐ!","-880","みずほマイレージクラブカード（UC）","教養・教育","新聞・雑誌","","0","iJsKuVVdzNf87zR2NmIoynP_hLm5SUUmNmg7EEyYxlQ"
"1","2023/10/31","ドコモ決済サービス等/iD 11月分","-4653","dカード","通信費","携帯電話","","0","1V1MmksQtX0JrokDAPcU7uCk8bdox2aDUjfqC-2Kv-4"
"1","2023/10/31","ドコモご利用料金/iD 11月分","-19453","dカード","通信費","携帯電話","","0","ciZmhdQN6mDo1wj_WsMiCl97ZqdDLWhreSL5OgEgT3s"
"1","2023/10/30","サンセイドウシヨテンアコルデシンユリガオカテ","-21758","みずほマイレージクラブカード（UC）","教養・教育","書籍","","0","yhp3NNC7o2ARVJ3WnR5mwkLNPPRbNOO0Whq7z-6M8Wg"
"1","2023/10/29","セブンーイレブン川崎上麻生2丁目店","-91","d払い","食費","食料品","","0","zPki6TURj_q5Ep36X2FiPFe5KsRF4xygyVierOFKAEI"
"1","2023/10/29","AMAZON.CO.JP","-2756","三井住友カード (Vpass ID)","教養・教育","書籍","","0","250S9C4OFgFlPDCvNXetvpfqoGzx6ODc14BBhd0e-jY"
"1","2023/10/28","AMAZON.CO.JP","-3960","三井住友カード (Vpass ID)","教養・教育","書籍","","0","ikHtLR94AGwERBxkITl1ZZ2zsnF5Z8wv2udj3eDuKZY"
"1","2023/10/27","Amazon Downloads","-1100","三井住友カード (Vpass ID)","教養・教育","書籍","","0","7gImQh6V1uFzJwyPor-6dZamWJy1QJjZgUZ7uaZuqj4"
"1","2023/10/27","Amazon Downloads","-1317","三井住友カード (Vpass ID)","教養・教育","書籍","","0","TY_C3MQFANusH5NKRKstzIHjdZhUCi-i7e5t1saaijk"
"1","2023/10/27","Amazon Downloads","-2457","三井住友カード (Vpass ID)","教養・教育","書籍","","0","wZn-7PAIxo412FdNeJ0tpwHOoZywanKLif1uzrQYyXc"
"1","2023/10/27","Amazon Downloads","-1071","三井住友カード (Vpass ID)","教養・教育","書籍","","0","klIUVsNqLXWPxf9W_6d-7H2BVMeJHMOxXbfXGgnPJ-M"
"1","2023/10/27","Amazon Downloads","-2200","三井住友カード (Vpass ID)","教養・教育","書籍","","0","cODqm9YIRt-J45gaX_o6jJ9rY9KVFO8714UXbOt7IKk"
"1","2023/10/27","APPLE COM BILL","-1600","みずほマイレージクラブカード（UC）","通信費","その他通信費","","0","exDtwvUonukxpMG85hss_k-3clHndPz7nULjzJT-gkE"
"1","2023/10/27","APPLE COM BILL","-700","みずほマイレージクラブカード（UC）","通信費","その他通信費","","0","iyWuRXpqq_CDCl4VJ-7ETMTz7AfIc9QdKaCGDp3ULW0"
"1","2023/10/27","マイクロソフト","-1716","みずほマイレージクラブカード（UC）","通信費","情報サービス","","0","-wyypygBgRYIDHXx_tbNTX5yzSOlCMFniXNewP0ru0Y"
"0","2023/10/26","口座振替3 ミツイスミトモカ-ド","-50439","MUFJ","現金・カード","カード引き落とし","","1","mkKZqPfrOo1bTsDiTYX2AjNvuYcEApR3liE88zsiICM"
"1","2023/10/25","ワ-クマン","-16555","みずほマイレージクラブカード（UC）","衣服・美容","衣服","","0","kHzj0-MYBG2kQmJSoAy9Vvb4tgYTnqpiKoNuk84BHTc"
"1","2023/10/25","ADOBE SYSTEMS SOFTWARE","-3278","みずほマイレージクラブカード（UC）","その他","事業経費","","0","-ySLxc4dCkrEwgH0kPrvsJchwjTwVzhi_dvSTxvEEOo"
"1","2023/10/22","AMAZON.CO.JP","-1888","三井住友カード (Vpass ID)","教養・教育","書籍","","0","wx9gjllxqNmHCjbTzFrqImgjspeXjwiihTTBjB-F12g"
"1","2023/10/22","AMAZON.CO.JP","-1784","三井住友カード (Vpass ID)","教養・教育","書籍","","0","n4ZXkYnZ00JlKsMrnDl-53cGU7mckDS6IVyVaTQi42g"
"1","2023/10/22","モバイルPASMOチャージ","-2000","dカード","現金・カード","電子マネー","","0","gxxvk2dPzAN9Sq797N8PYvv-WMarZ1Qvy9s-NPQjqYI"
"1","2023/10/21","AMAZON.CO.JP","-2017","三井住友カード (Vpass ID)","教養・教育","書籍","","0","oGyECuC393913euzmJX8AvVpx_8fJlgp993PFaeGfpk"
"1","2023/10/21","モバイルPASMOチャージ","-3000","dカード","現金・カード","電子マネー","","0","J-1L5pds92Psax0UAE6BePONOUbv8LNqT4ydZEbMSYM"
"1","2023/10/19","講談社FRIDAY","-1650","みずほマイレージクラブカード（UC）","教養・教育","その他教養・教育","","0","0XXDzzHHZfwT77C-AQPD4yjSgDD3-clz6X_rgRdc38Y"
"1","2023/10/19","PAYPAL *PATREON MEMBE","-1562","みずほマイレージクラブカード（UC）","その他","雑費","","0","FNmALttD8T0fTmWcbN394JNEes8CL5IITQnON67sNU0"
"1","2023/10/17","ファミリーマート秀栄関戸五丁目","-108","d払い","食費","食料品","","0","hZXYHOe9ve1czrp_B7vHiLIT54TOFtO1xKdV_0y9bQA"
"1","2023/10/17","ファミリーマート秀栄関戸五丁目(ポイント利用分)","3","d払い","収入","ポイント","","0","z99zK_TNNSyt-Qvna1reT7ZceQkmRfzX49rF343tpLM"
"1","2023/10/17","振込1 サトウ コウジ","500000","MUFJ","未分類","未分類","","0","ZG0BdUmzr_epmg24XAOyXxbrHMcrNaT_PiY-qXdUmjk"
"1","2023/10/15","デイリーヤマザキ麻生高石","-600","d払い","食費","食料品","","0","AAGulw5RVZz72OKoNOe87dU3rlYHIBFsr-fhp2OHzwY"
"1","2023/10/15","ゴールドカード年会費","-11000","dカード","その他","雑費","","0","ftL0tFYJLmExAcq0CV85v8_53UKKbZvBM2FKIv-cw-k"
"1","2023/10/14","セブン‐イレブン小金井東町2丁目","-432","d払い","食費","食料品","","0","FDTZmqqi0l_QEpZ-PESPvF_3bUwL36xeEv44WPJddsE"
"1","2023/10/14","セブン‐イレブン小金井東町2丁目(ポイント利用分)","402","d払い","収入","ポイント","","0","wusLTYQHhCLdgNv9H72Nglb8iZODmagHsV8ntEqYtyU"
"1","2023/10/14","BOOKSCAN","-11006","みずほマイレージクラブカード（UC）","教養・教育","その他教養・教育","","0","X6bIGaUJd_qNCKVWmk3I1_7r8cdNjP3A07gw0JDr5q0"
"1","2023/10/13","朝日新聞デジタル(朝日ID決済)","-1980","みずほマイレージクラブカード（UC）","教養・教育","新聞・雑誌","","0","ZOoo2cC6-uA4D0FiH_LLX3T4oVEvouMi2hy7UMN8cas"
"1","2023/10/10","ローソン麻生片平","-381","d払い","食費","食料品","","0","AnBxaRoedjp69Ps2n5wUKubrRYKWQ8TQe1RHdBX5pws"
"1","2023/10/10","ローソン麻生片平(ポイント利用分)","381","d払い","収入","ポイント","","0","F3jaWT5x_k2WXFsrg6AV3jHV7dnsoumoALiDwqVBIMU"
"0","2023/10/10","電話 Dカ-ド","-34962","MUFJ","未分類","未分類","","1","jExqhvDuQ8vER2f-r1YY9MHcfdY1RVwvZ18nb4nhahs"
"1","2023/10/09","NYTIMES*NYTIMES","-1217","みずほマイレージクラブカード（UC）","教養・教育","新聞・雑誌","","0","pkULo1h2_G3lD0KokE9b0gcrnagMCOI_icAmO-qNh0E"
"1","2023/10/08","ローソン川崎潮見台","-913","d払い","食費","食料品","","0","_24zAI9udn74EjA_6HoJrWpW8H79Ak5Y8E-rdsekI0A"
"1","2023/10/08","ローソン川崎潮見台(ポイント利用分)","2","d払い","収入","ポイント","","0","xBxIHSPLPrCIQnksVoc30wSksu8YcNR3WlLMLN3JrIo"
"1","2023/10/08","セブン‐イレブン横浜仲町台店","-439","d払い","食費","食料品","","0","PDZoKuacWuBparvDEHjwiCProNeHlEjBcfkVZQwjphc"
"1","2023/10/08","セブン‐イレブン横浜仲町台店(ポイント利用分)","7","d払い","収入","ポイント","","0","4HquMqOiTCCw-2uIku3mOxRosm0mvjy1fdrrtmDx8lo"
"1","2023/10/07","ファミリーマート青葉大場町","-1020","d払い","食費","食料品","","0","jfRwpnydW8z-m6UmOo1A8lIu7VW1EMRFm7jyoviZAMM"
"1","2023/10/07","ファミリーマート青葉大場町(ポイント利用分)","4","d払い","収入","ポイント","","0","NNolWi8RTiOR9EZ61rga4-FKw3RE2SGk14DbO-0GR2o"
"1","2023/10/07","BOOKSCAN","-11006","みずほマイレージクラブカード（UC）","教養・教育","その他教養・教育","","0","4I5d5aMM5XV0vdI_ypS2qKkgd24dRd6XGvVhusmkkEo"
